mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_transformedtargetregressor__regressor__batch_size;param_transformedtargetregressor__regressor__hidden_layer_sizes;param_transformedtargetregressor__regressor__learning_rate_init;param_transformedtargetregressor__regressor__max_iter;params;rank_test_score;R2;MSE ;MAE 
24.262306372324627;0.4040172303509521;0.016791582107543945;0.0029314593939158925;2;(64, 64, 64);0.01;15;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 15};36; 0.2789787169; 71.457472; 5.829892
42.459983587265015;4.175840691087151;0.1668864885965983;0.07077475962522681;2;(64, 64, 64);0.01;20;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 20};115; 0.2981084295; 64.143477; 6.790582
84.98825939496358;2.896814140387112;0.5270911852518717;0.05831583475223851;2;(64, 64, 64);0.01;25;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 25};45; 0.3390282516; 55.862265; 3.981898
184.35507289568582;32.44833253214775;0.20917375882466635;0.12786853267360848;2;(64, 64, 64);0.01;50;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 50};57; 0.5078061114; 54.470967; 10.389769
201.6539663473765;39.00578208105457;0.12609203656514487;0.058200993846505865;2;(64, 64, 64);0.01;100;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 100};104; 0.0567814462; 52.299233; 6.979898
14.019736766815186;0.768126155474554;0.0046969254811604815;0.00048481116455732114;2;(64, 64, 64);0.1;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 10};414; 0.1846362106; 71.762793; 4.569177
23.053388675053913;0.718563541126148;0.13031315803527832;0.0683697616260642;2;(64, 64, 64);0.1;15;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 15};431; 0.1160021381; 58.387351; 3.822355
50.121408541997276;1.183435200019457;0.13129130999247232;0.015839426935906103;2;(64, 64, 64);0.1;20;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 20};413; 0.5244470443; 55.26149; 8.074596
67.09481199582417;14.801211780722502;0.2013866106669108;0.06565702223178566;2;(64, 64, 64);0.1;25;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 25};421; 0.2097369038; 63.189052; 6.951224
75.49562168121338;38.78831477503819;0.12032246589660645;0.08533738748104823;2;(64, 64, 64);0.1;50;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 50};419; 0.461218183; 70.758229; 7.701683
123.32405082384746;4.616689481016606;0.03943506876627604;0.02559783143329228;2;(64, 64, 64);0.1;100;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 100};441; 0.0321636293; 66.418831; 11.647984
17.575321038564045;1.0081068551292875;0.0063084761301676435;0.0012031870595832024;2;(64, 64, 64, 64);0.0001;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.0001, 'transformedtargetregressor__regressor__max_iter': 10};212; 0.1262516281; 58.604735; 5.35614
